X,Y,click
77.0,56.0,0.0
73.0,55.0,0.0
69.0,53.0,0.0
65.0,50.0,0.0
61.0,46.0,1.0
61.0,46.0,0.0
57.0,55.0,0.0
53.0,63.0,0.0
49.0,70.0,0.0
45.0,76.0,0.0
41.0,81.0,0.0
37.0,85.0,0.0
33.0,88.0,0.0
29.0,90.0,0.0
25.0,91.0,0.0
21.0,91.0,0.0
17.0,90.0,0.0
13.0,88.0,0.0
9.0,85.0,0.0
5.0,81.0,0.0
1.0,76.0,0.0
141.0,138.0,0.0
137.0,131.0,1.0
137.0,131.0,0.0
133.0,140.0,0.0
129.0,148.0,0.0
125.0,155.0,0.0
121.0,161.0,0.0
117.0,166.0,0.0
113.0,170.0,0.0
109.0,173.0,0.0
105.0,175.0,0.0
101.0,176.0,0.0
97.0,176.0,0.0
93.0,175.0,0.0
89.0,173.0,0.0
85.0,170.0,0.0
81.0,166.0,0.0
77.0,161.0,0.0
73.0,155.0,0.0
69.0,148.0,0.0
65.0,140.0,0.0
61.0,131.0,0.0
57.0,121.0,0.0
53.0,111.0,0.0
49.0,101.0,0.0
45.0,91.0,0.0
41.0,81.0,0.0
37.0,71.0,0.0
33.0,61.0,0.0
29.0,51.0,1.0
29.0,51.0,0.0
25.0,60.0,0.0
21.0,68.0,0.0
17.0,75.0,0.0
13.0,81.0,0.0
9.0,86.0,0.0
5.0,90.0,0.0
1.0,93.0,0.0
149.0,29.0,0.0
145.0,30.0,0.0
141.0,30.0,0.0
137.0,29.0,0.0
133.0,27.0,0.0
129.0,24.0,0.0
125.0,20.0,0.0
121.0,15.0,0.0
117.0,9.0,0.0
113.0,2.0,0.0
109.0,-6.0,1.0
109.0,-6.0,0.0
105.0,3.0,0.0
101.0,11.0,0.0
97.0,18.0,0.0
93.0,24.0,0.0
89.0,29.0,0.0
85.0,33.0,0.0
81.0,36.0,0.0
77.0,38.0,0.0
73.0,39.0,0.0
69.0,39.0,0.0
65.0,38.0,1.0
65.0,38.0,0.0
61.0,47.0,0.0
57.0,55.0,0.0
53.0,62.0,0.0
49.0,68.0,0.0
45.0,73.0,0.0
41.0,77.0,0.0
37.0,80.0,0.0
33.0,82.0,0.0
29.0,83.0,0.0
25.0,83.0,0.0
21.0,82.0,0.0
17.0,80.0,0.0
13.0,77.0,0.0
9.0,73.0,0.0
5.0,68.0,0.0
1.0,62.0,0.0
141.0,74.0,1.0
141.0,74.0,0.0
137.0,83.0,0.0
133.0,91.0,0.0
129.0,98.0,0.0
125.0,104.0,0.0
121.0,109.0,0.0
117.0,113.0,0.0
113.0,116.0,0.0
109.0,118.0,0.0
105.0,119.0,0.0
101.0,119.0,0.0
97.0,118.0,0.0
93.0,116.0,0.0
89.0,113.0,0.0
85.0,109.0,0.0
81.0,104.0,0.0
77.0,98.0,0.0
73.0,91.0,0.0
69.0,83.0,0.0
65.0,74.0,0.0
61.0,64.0,1.0
61.0,64.0,0.0
57.0,73.0,0.0
53.0,81.0,0.0
49.0,88.0,0.0
45.0,94.0,0.0
41.0,99.0,0.0
37.0,103.0,0.0
33.0,106.0,0.0
29.0,108.0,0.0
25.0,109.0,0.0
21.0,109.0,0.0
17.0,108.0,0.0
13.0,106.0,0.0
9.0,103.0,0.0
5.0,99.0,0.0
1.0,94.0,0.0
149.0,137.0,0.0
145.0,130.0,0.0
141.0,122.0,0.0
137.0,113.0,1.0
137.0,113.0,0.0
133.0,122.0,0.0
129.0,130.0,0.0
125.0,137.0,0.0
121.0,143.0,0.0
117.0,148.0,0.0
113.0,152.0,0.0
109.0,155.0,0.0
105.0,157.0,0.0
101.0,158.0,0.0
97.0,158.0,0.0
93.0,157.0,0.0
89.0,155.0,0.0
85.0,152.0,0.0
81.0,148.0,0.0
77.0,143.0,0.0
73.0,137.0,0.0
69.0,130.0,0.0
65.0,122.0,0.0
61.0,113.0,0.0
57.0,103.0,0.0
53.0,93.0,0.0
49.0,83.0,0.0
45.0,73.0,0.0
41.0,63.0,1.0
41.0,63.0,0.0
37.0,72.0,0.0
33.0,80.0,0.0
29.0,87.0,0.0
25.0,93.0,0.0
21.0,98.0,0.0
17.0,102.0,0.0
13.0,105.0,0.0
9.0,107.0,0.0
5.0,108.0,0.0
1.0,108.0,0.0
141.0,133.0,0.0
137.0,131.0,0.0
133.0,128.0,0.0
129.0,124.0,0.0
125.0,119.0,0.0
121.0,113.0,0.0
117.0,106.0,0.0
113.0,98.0,0.0
109.0,89.0,0.0
105.0,79.0,0.0
101.0,69.0,1.0
101.0,69.0,0.0
97.0,78.0,0.0
93.0,86.0,0.0
89.0,93.0,0.0
85.0,99.0,0.0
81.0,104.0,0.0
77.0,108.0,0.0
73.0,111.0,0.0
69.0,113.0,0.0
65.0,114.0,0.0
61.0,114.0,0.0
57.0,113.0,0.0
53.0,111.0,0.0
49.0,108.0,0.0
45.0,104.0,0.0
41.0,99.0,0.0
37.0,93.0,0.0
33.0,86.0,0.0
29.0,78.0,0.0
25.0,69.0,0.0
21.0,59.0,0.0
17.0,49.0,0.0
13.0,39.0,1.0
13.0,39.0,0.0
9.0,48.0,0.0
5.0,56.0,0.0
1.0,63.0,0.0
149.0,-34.0,0.0
145.0,-29.0,0.0
141.0,-25.0,0.0
137.0,-22.0,0.0
133.0,-20.0,0.0
129.0,-19.0,0.0
125.0,-19.0,0.0
121.0,-20.0,0.0
117.0,-22.0,0.0
113.0,-25.0,1.0
113.0,-25.0,0.0
109.0,-16.0,0.0
105.0,-8.0,0.0
101.0,-1.0,0.0
97.0,5.0,0.0
93.0,10.0,0.0
89.0,14.0,0.0
85.0,17.0,0.0
81.0,19.0,0.0
77.0,20.0,0.0
73.0,20.0,1.0
73.0,20.0,0.0
69.0,29.0,0.0
65.0,37.0,0.0
61.0,44.0,0.0
57.0,50.0,0.0
53.0,55.0,0.0
49.0,59.0,0.0
45.0,62.0,0.0
41.0,64.0,0.0
37.0,65.0,0.0
33.0,65.0,0.0
29.0,64.0,0.0
25.0,62.0,0.0
21.0,59.0,0.0
17.0,55.0,1.0
17.0,55.0,0.0
13.0,64.0,0.0
9.0,72.0,0.0
5.0,79.0,0.0
1.0,85.0,0.0
141.0,191.0,0.0
137.0,195.0,0.0
133.0,198.0,0.0
129.0,200.0,0.0
125.0,201.0,0.0
121.0,201.0,0.0
117.0,200.0,0.0
113.0,198.0,0.0
109.0,195.0,0.0
105.0,191.0,0.0
101.0,186.0,0.0
97.0,180.0,0.0
93.0,173.0,0.0
89.0,165.0,0.0
85.0,156.0,0.0
81.0,146.0,0.0
77.0,136.0,0.0
73.0,126.0,0.0
69.0,116.0,0.0
65.0,106.0,0.0
61.0,96.0,0.0
57.0,86.0,0.0
53.0,76.0,0.0
49.0,66.0,1.0
49.0,66.0,0.0
45.0,75.0,0.0
41.0,83.0,0.0
37.0,90.0,0.0
33.0,96.0,0.0
29.0,101.0,0.0
25.0,105.0,0.0
21.0,108.0,0.0
17.0,110.0,0.0
13.0,111.0,0.0
9.0,111.0,0.0
5.0,110.0,0.0
1.0,108.0,0.0
149.0,72.0,0.0
145.0,68.0,0.0
141.0,63.0,0.0
137.0,57.0,0.0
133.0,50.0,0.0
129.0,42.0,0.0
125.0,33.0,1.0
125.0,33.0,0.0
121.0,42.0,0.0
117.0,50.0,0.0
113.0,57.0,0.0
109.0,63.0,0.0
105.0,68.0,0.0
101.0,72.0,0.0
97.0,75.0,0.0
93.0,77.0,0.0
89.0,78.0,0.0
85.0,78.0,0.0
81.0,77.0,0.0
77.0,75.0,0.0
73.0,72.0,0.0
69.0,68.0,0.0
65.0,63.0,0.0
61.0,57.0,0.0
57.0,50.0,0.0
53.0,42.0,0.0
49.0,33.0,1.0
49.0,33.0,0.0
45.0,42.0,0.0
41.0,50.0,0.0
37.0,57.0,0.0
33.0,63.0,0.0
29.0,68.0,0.0
25.0,72.0,0.0
21.0,75.0,0.0
17.0,77.0,0.0
13.0,78.0,0.0
9.0,78.0,0.0
5.0,77.0,0.0
1.0,75.0,0.0
141.0,54.0,0.0
137.0,50.0,0.0
133.0,45.0,0.0
129.0,39.0,0.0
125.0,32.0,0.0
121.0,24.0,1.0
121.0,24.0,0.0
117.0,33.0,0.0
113.0,41.0,0.0
109.0,48.0,0.0
105.0,54.0,0.0
101.0,59.0,0.0
97.0,63.0,0.0
93.0,66.0,0.0
89.0,68.0,0.0
85.0,69.0,0.0
81.0,69.0,0.0
77.0,68.0,0.0
73.0,66.0,0.0
69.0,63.0,0.0
65.0,59.0,0.0
61.0,54.0,1.0
61.0,54.0,0.0
57.0,63.0,0.0
53.0,71.0,0.0
49.0,78.0,0.0
45.0,84.0,0.0
41.0,89.0,0.0
37.0,93.0,0.0
33.0,96.0,0.0
29.0,98.0,0.0
25.0,99.0,0.0
21.0,99.0,0.0
17.0,98.0,0.0
13.0,96.0,0.0
9.0,93.0,0.0
5.0,89.0,0.0
1.0,84.0,0.0
149.0,119.0,0.0
145.0,112.0,1.0
145.0,112.0,0.0
141.0,121.0,0.0
137.0,129.0,0.0
133.0,136.0,0.0
129.0,142.0,0.0
125.0,147.0,0.0
121.0,151.0,0.0
117.0,154.0,0.0
113.0,156.0,0.0
109.0,157.0,0.0
105.0,157.0,0.0
101.0,156.0,0.0
97.0,154.0,0.0
93.0,151.0,0.0
89.0,147.0,0.0
85.0,142.0,0.0
81.0,136.0,0.0
77.0,129.0,0.0
73.0,121.0,0.0
69.0,112.0,0.0
65.0,102.0,0.0
61.0,92.0,0.0
57.0,82.0,0.0
53.0,72.0,0.0
49.0,62.0,1.0
49.0,62.0,0.0
45.0,71.0,0.0
41.0,79.0,0.0
37.0,86.0,0.0
33.0,92.0,0.0
29.0,97.0,0.0
25.0,101.0,0.0
21.0,104.0,0.0
17.0,106.0,0.0
13.0,107.0,0.0
9.0,107.0,0.0
5.0,106.0,0.0
1.0,104.0,0.0
141.0,25.0,0.0
137.0,21.0,0.0
133.0,16.0,0.0
129.0,10.0,0.0
125.0,3.0,0.0
121.0,-5.0,0.0
117.0,-14.0,1.0
117.0,-14.0,0.0
113.0,-5.0,0.0
109.0,3.0,0.0
105.0,10.0,0.0
101.0,16.0,0.0
97.0,21.0,0.0
93.0,25.0,0.0
89.0,28.0,0.0
85.0,30.0,0.0
81.0,31.0,0.0
77.0,31.0,0.0
73.0,30.0,0.0
69.0,28.0,0.0
65.0,25.0,0.0
61.0,21.0,1.0
61.0,21.0,0.0
57.0,30.0,0.0
53.0,38.0,0.0
49.0,45.0,0.0
45.0,51.0,0.0
41.0,56.0,0.0
37.0,60.0,0.0
33.0,63.0,0.0
29.0,65.0,0.0
25.0,66.0,0.0
21.0,66.0,0.0
17.0,65.0,0.0
13.0,63.0,1.0
13.0,63.0,0.0
9.0,72.0,0.0
5.0,80.0,0.0
1.0,87.0,0.0
149.0,115.0,0.0
145.0,120.0,0.0
141.0,124.0,0.0
137.0,127.0,0.0
133.0,129.0,0.0
129.0,130.0,0.0
125.0,130.0,0.0
121.0,129.0,0.0
117.0,127.0,0.0
113.0,124.0,0.0
109.0,120.0,0.0
105.0,115.0,0.0
101.0,109.0,0.0
97.0,102.0,0.0
93.0,94.0,0.0
89.0,85.0,0.0
85.0,75.0,0.0
81.0,65.0,0.0
77.0,55.0,1.0
77.0,55.0,0.0
73.0,64.0,0.0
69.0,72.0,0.0
65.0,79.0,0.0
61.0,85.0,0.0
57.0,90.0,0.0
53.0,94.0,0.0
49.0,97.0,0.0
45.0,99.0,0.0
41.0,100.0,0.0
37.0,100.0,0.0
33.0,99.0,0.0
29.0,97.0,0.0
25.0,94.0,0.0
21.0,90.0,0.0
17.0,85.0,0.0
13.0,79.0,0.0
9.0,72.0,0.0
5.0,64.0,0.0
1.0,55.0,0.0
141.0,73.0,1.0
141.0,73.0,0.0
137.0,82.0,0.0
133.0,90.0,0.0
129.0,97.0,0.0
125.0,103.0,0.0
121.0,108.0,0.0
117.0,112.0,0.0
113.0,115.0,0.0
109.0,117.0,0.0
105.0,118.0,0.0
101.0,118.0,0.0
97.0,117.0,0.0
93.0,115.0,0.0
89.0,112.0,0.0
85.0,108.0,0.0
81.0,103.0,0.0
77.0,97.0,0.0
73.0,90.0,0.0
69.0,82.0,0.0
65.0,73.0,1.0
65.0,73.0,0.0
61.0,82.0,0.0
57.0,90.0,0.0
53.0,97.0,0.0
49.0,103.0,0.0
45.0,108.0,0.0
41.0,112.0,0.0
37.0,115.0,0.0
33.0,117.0,0.0
29.0,118.0,0.0
25.0,118.0,0.0
21.0,117.0,0.0
17.0,115.0,0.0
13.0,112.0,0.0
9.0,108.0,0.0
5.0,103.0,0.0
1.0,97.0,0.0
149.0,61.0,0.0
145.0,53.0,0.0
141.0,44.0,0.0
137.0,34.0,0.0
133.0,24.0,1.0
133.0,24.0,0.0
129.0,33.0,0.0
125.0,41.0,0.0
121.0,48.0,0.0
117.0,54.0,0.0
113.0,59.0,0.0
109.0,63.0,0.0
105.0,66.0,0.0
101.0,68.0,0.0
97.0,69.0,0.0
93.0,69.0,0.0
89.0,68.0,0.0
85.0,66.0,0.0
81.0,63.0,0.0
77.0,59.0,0.0
73.0,54.0,0.0
69.0,48.0,0.0
65.0,41.0,0.0
61.0,33.0,1.0
61.0,33.0,0.0
57.0,42.0,0.0
53.0,50.0,0.0
49.0,57.0,0.0
45.0,63.0,0.0
41.0,68.0,0.0
37.0,72.0,0.0
33.0,75.0,0.0
29.0,77.0,0.0
25.0,78.0,0.0
21.0,78.0,0.0
17.0,77.0,0.0
13.0,75.0,0.0
9.0,72.0,0.0
5.0,68.0,0.0
1.0,63.0,0.0
141.0,44.0,0.0
137.0,37.0,1.0
137.0,37.0,0.0
133.0,46.0,0.0
129.0,54.0,0.0
125.0,61.0,0.0
121.0,67.0,0.0
117.0,72.0,0.0
113.0,76.0,0.0
109.0,79.0,0.0
105.0,81.0,0.0
101.0,82.0,0.0
97.0,82.0,0.0
93.0,81.0,0.0
89.0,79.0,0.0
85.0,76.0,0.0
81.0,72.0,0.0
77.0,67.0,0.0
73.0,61.0,0.0
69.0,54.0,1.0
69.0,54.0,0.0
65.0,63.0,0.0
61.0,71.0,0.0
57.0,78.0,0.0
53.0,84.0,0.0
49.0,89.0,0.0
45.0,93.0,0.0
41.0,96.0,0.0
37.0,98.0,0.0
33.0,99.0,0.0
29.0,99.0,0.0
25.0,98.0,0.0
21.0,96.0,0.0
17.0,93.0,0.0
13.0,89.0,0.0
9.0,84.0,0.0
5.0,78.0,0.0
1.0,71.0,0.0
149.0,61.0,0.0
145.0,52.0,1.0
145.0,52.0,0.0
141.0,61.0,0.0
137.0,69.0,0.0
133.0,76.0,0.0
129.0,82.0,0.0
125.0,87.0,0.0
121.0,91.0,0.0
117.0,94.0,0.0
113.0,96.0,0.0
109.0,97.0,0.0
105.0,97.0,0.0
101.0,96.0,0.0
97.0,94.0,0.0
93.0,91.0,0.0
89.0,87.0,0.0
85.0,82.0,0.0
81.0,76.0,0.0
77.0,69.0,0.0
73.0,61.0,1.0
73.0,61.0,0.0
69.0,70.0,0.0
65.0,78.0,0.0
61.0,85.0,0.0
57.0,91.0,0.0
53.0,96.0,0.0
49.0,100.0,0.0
45.0,103.0,0.0
41.0,105.0,0.0
37.0,106.0,0.0
33.0,106.0,0.0
29.0,105.0,0.0
25.0,103.0,0.0
21.0,100.0,0.0
17.0,96.0,0.0
13.0,91.0,0.0
9.0,85.0,0.0
5.0,78.0,0.0
1.0,70.0,0.0
141.0,115.0,0.0
137.0,105.0,1.0
137.0,105.0,0.0
133.0,114.0,0.0
129.0,122.0,0.0
125.0,129.0,0.0
121.0,135.0,0.0
117.0,140.0,0.0
113.0,144.0,0.0
109.0,147.0,0.0
105.0,149.0,0.0
101.0,150.0,0.0
97.0,150.0,0.0
93.0,149.0,0.0
89.0,147.0,0.0
85.0,144.0,0.0
81.0,140.0,0.0
77.0,135.0,0.0
73.0,129.0,0.0
69.0,122.0,0.0
65.0,114.0,0.0
61.0,105.0,0.0
57.0,95.0,0.0
53.0,85.0,0.0
49.0,75.0,1.0
49.0,75.0,0.0
45.0,84.0,0.0
41.0,92.0,0.0
37.0,99.0,0.0
33.0,105.0,0.0
29.0,110.0,0.0
25.0,114.0,0.0
21.0,117.0,0.0
17.0,119.0,0.0
13.0,120.0,0.0
9.0,120.0,0.0
5.0,119.0,0.0
1.0,117.0,0.0
149.0,76.0,0.0
145.0,72.0,0.0
141.0,67.0,0.0
137.0,61.0,0.0
133.0,54.0,0.0
129.0,46.0,0.0
125.0,37.0,1.0
125.0,37.0,0.0
121.0,46.0,0.0
117.0,54.0,0.0
113.0,61.0,0.0
109.0,67.0,0.0
105.0,72.0,0.0
101.0,76.0,0.0
97.0,79.0,0.0
93.0,81.0,0.0
89.0,82.0,0.0
85.0,82.0,0.0
81.0,81.0,0.0
77.0,79.0,0.0
73.0,76.0,0.0
69.0,72.0,0.0
65.0,67.0,0.0
61.0,61.0,0.0
57.0,54.0,0.0
53.0,46.0,1.0
53.0,46.0,0.0
49.0,55.0,0.0
45.0,63.0,0.0
41.0,70.0,0.0
37.0,76.0,0.0
33.0,81.0,0.0
29.0,85.0,0.0
25.0,88.0,0.0
21.0,90.0,0.0
17.0,91.0,0.0
13.0,91.0,0.0
9.0,90.0,0.0
5.0,88.0,0.0
1.0,85.0,0.0
141.0,126.0,0.0
137.0,121.0,0.0
133.0,115.0,1.0
133.0,115.0,0.0
129.0,124.0,0.0
125.0,132.0,0.0
121.0,139.0,0.0
117.0,145.0,0.0
113.0,150.0,0.0
109.0,154.0,0.0
105.0,157.0,0.0
101.0,159.0,0.0
97.0,160.0,0.0
93.0,160.0,0.0
89.0,159.0,0.0
85.0,157.0,0.0
81.0,154.0,0.0
77.0,150.0,0.0
73.0,145.0,0.0
69.0,139.0,0.0
65.0,132.0,0.0
61.0,124.0,0.0
57.0,115.0,0.0
53.0,105.0,0.0
49.0,95.0,0.0
45.0,85.0,0.0
41.0,75.0,1.0
41.0,75.0,0.0
37.0,84.0,0.0
33.0,92.0,0.0
29.0,99.0,0.0
25.0,105.0,0.0
21.0,110.0,0.0
17.0,114.0,0.0
13.0,117.0,0.0
9.0,119.0,0.0
5.0,120.0,0.0
1.0,120.0,0.0
149.0,98.0,0.0
145.0,96.0,0.0
141.0,93.0,0.0
137.0,89.0,0.0
133.0,84.0,0.0
129.0,78.0,0.0
125.0,71.0,0.0
121.0,63.0,0.0
117.0,54.0,0.0
113.0,44.0,1.0
113.0,44.0,0.0
109.0,53.0,0.0
105.0,61.0,0.0
101.0,68.0,0.0
97.0,74.0,0.0
93.0,79.0,0.0
89.0,83.0,0.0
85.0,86.0,0.0
81.0,88.0,0.0
77.0,89.0,0.0
73.0,89.0,0.0
69.0,88.0,0.0
65.0,86.0,0.0
61.0,83.0,0.0
57.0,79.0,0.0
53.0,74.0,0.0
49.0,68.0,0.0
45.0,61.0,0.0
41.0,53.0,1.0
41.0,53.0,0.0
37.0,62.0,0.0
33.0,70.0,0.0
29.0,77.0,0.0
25.0,83.0,0.0
21.0,88.0,0.0
17.0,92.0,0.0
13.0,95.0,0.0
9.0,97.0,0.0
5.0,98.0,0.0
1.0,98.0,0.0
141.0,129.0,0.0
137.0,127.0,0.0
133.0,124.0,0.0
129.0,120.0,0.0
125.0,115.0,0.0
121.0,109.0,0.0
117.0,102.0,0.0
113.0,94.0,1.0
113.0,94.0,0.0
109.0,103.0,0.0
105.0,111.0,0.0
101.0,118.0,0.0
97.0,124.0,0.0
93.0,129.0,0.0
89.0,133.0,0.0
85.0,136.0,0.0
81.0,138.0,0.0
77.0,139.0,0.0
73.0,139.0,0.0
69.0,138.0,0.0
65.0,136.0,0.0
61.0,133.0,0.0
57.0,129.0,0.0
53.0,124.0,0.0
49.0,118.0,0.0
45.0,111.0,0.0
41.0,103.0,0.0
37.0,94.0,0.0
33.0,84.0,0.0
29.0,74.0,0.0
25.0,64.0,0.0
21.0,54.0,1.0
21.0,54.0,0.0
17.0,63.0,0.0
13.0,71.0,0.0
9.0,78.0,0.0
5.0,84.0,0.0
1.0,89.0,0.0
149.0,4.0,0.0
145.0,7.0,0.0
141.0,9.0,0.0
137.0,10.0,0.0
133.0,10.0,0.0
129.0,9.0,0.0
125.0,7.0,0.0
121.0,4.0,0.0
117.0,0.0,0.0
113.0,-5.0,0.0
109.0,-11.0,1.0
109.0,-11.0,0.0
105.0,-2.0,0.0
101.0,6.0,0.0
97.0,13.0,0.0
93.0,19.0,0.0
89.0,24.0,0.0
85.0,28.0,0.0
81.0,31.0,0.0
77.0,33.0,0.0
73.0,34.0,0.0
69.0,34.0,1.0
69.0,34.0,0.0
65.0,43.0,0.0
61.0,51.0,0.0
57.0,58.0,0.0
53.0,64.0,0.0
49.0,69.0,0.0
45.0,73.0,0.0
41.0,76.0,0.0
37.0,78.0,0.0
33.0,79.0,0.0
29.0,79.0,0.0
25.0,78.0,0.0
21.0,76.0,0.0
17.0,73.0,1.0
17.0,73.0,0.0
13.0,82.0,0.0
9.0,90.0,0.0
5.0,97.0,0.0
1.0,103.0,0.0
141.0,102.0,0.0
137.0,106.0,0.0
133.0,109.0,0.0
129.0,111.0,0.0
125.0,112.0,0.0
121.0,112.0,0.0
117.0,111.0,0.0
113.0,109.0,0.0
109.0,106.0,0.0
105.0,102.0,0.0
101.0,97.0,0.0
97.0,91.0,0.0
93.0,84.0,0.0
89.0,76.0,0.0
85.0,67.0,0.0
81.0,57.0,0.0
77.0,47.0,1.0
77.0,47.0,0.0
73.0,56.0,0.0
69.0,64.0,0.0
65.0,71.0,0.0
61.0,77.0,0.0
57.0,82.0,0.0
53.0,86.0,0.0
49.0,89.0,0.0
45.0,91.0,0.0
41.0,92.0,0.0
37.0,92.0,0.0
33.0,91.0,0.0
29.0,89.0,0.0
25.0,86.0,0.0
21.0,82.0,0.0
17.0,77.0,0.0
13.0,71.0,0.0
9.0,64.0,0.0
5.0,56.0,1.0
5.0,56.0,0.0
1.0,65.0,0.0
149.0,136.0,0.0
145.0,143.0,0.0
141.0,149.0,0.0
137.0,154.0,0.0
133.0,158.0,0.0
129.0,161.0,0.0
125.0,163.0,0.0
121.0,164.0,0.0
117.0,164.0,0.0
113.0,163.0,0.0
109.0,161.0,0.0
105.0,158.0,0.0
101.0,154.0,0.0
97.0,149.0,0.0
93.0,143.0,0.0
89.0,136.0,0.0
85.0,128.0,0.0
81.0,119.0,0.0
77.0,109.0,0.0
73.0,99.0,0.0
69.0,89.0,0.0
65.0,79.0,0.0
61.0,69.0,1.0
61.0,69.0,0.0
57.0,78.0,0.0
53.0,86.0,0.0
49.0,93.0,0.0
45.0,99.0,0.0
41.0,104.0,0.0
37.0,108.0,0.0
33.0,111.0,0.0
29.0,113.0,0.0
25.0,114.0,0.0
21.0,114.0,0.0
17.0,113.0,0.0
13.0,111.0,0.0
9.0,108.0,0.0
5.0,104.0,0.0
1.0,99.0,0.0
141.0,78.0,0.0
137.0,71.0,0.0
133.0,63.0,0.0
129.0,54.0,0.0
125.0,44.0,1.0
125.0,44.0,0.0
121.0,53.0,0.0
117.0,61.0,0.0
113.0,68.0,0.0
109.0,74.0,0.0
105.0,79.0,0.0
101.0,83.0,0.0
97.0,86.0,0.0
93.0,88.0,0.0
89.0,89.0,0.0
85.0,89.0,0.0
81.0,88.0,0.0
77.0,86.0,0.0
73.0,83.0,0.0
69.0,79.0,0.0
65.0,74.0,0.0
61.0,68.0,0.0
57.0,61.0,0.0
53.0,53.0,1.0
53.0,53.0,0.0
49.0,62.0,0.0
45.0,70.0,0.0
41.0,77.0,0.0
37.0,83.0,0.0
33.0,88.0,0.0
29.0,92.0,0.0
25.0,95.0,0.0
21.0,97.0,0.0
17.0,98.0,0.0
13.0,98.0,0.0
9.0,97.0,0.0
5.0,95.0,0.0
1.0,92.0,0.0
149.0,127.0,0.0
145.0,122.0,0.0
141.0,116.0,0.0
137.0,109.0,1.0
137.0,109.0,0.0
133.0,118.0,0.0
129.0,126.0,0.0
125.0,133.0,0.0
121.0,139.0,0.0
117.0,144.0,0.0
113.0,148.0,0.0
109.0,151.0,0.0
105.0,153.0,0.0
101.0,154.0,0.0
97.0,154.0,0.0
93.0,153.0,0.0
89.0,151.0,0.0
85.0,148.0,0.0
81.0,144.0,0.0
77.0,139.0,0.0
73.0,133.0,0.0
69.0,126.0,0.0
65.0,118.0,0.0
61.0,109.0,0.0
57.0,99.0,0.0
53.0,89.0,0.0
49.0,79.0,0.0
45.0,69.0,0.0
41.0,59.0,1.0
41.0,59.0,0.0
37.0,68.0,0.0
33.0,76.0,0.0
29.0,83.0,0.0
25.0,89.0,0.0
21.0,94.0,0.0
17.0,98.0,0.0
13.0,101.0,0.0
9.0,103.0,0.0
5.0,104.0,0.0
1.0,104.0,0.0
141.0,74.0,0.0
137.0,72.0,0.0
133.0,69.0,0.0
129.0,65.0,0.0
125.0,60.0,0.0
121.0,54.0,0.0
117.0,47.0,0.0
113.0,39.0,1.0
113.0,39.0,0.0
109.0,48.0,0.0
105.0,56.0,0.0
101.0,63.0,0.0
97.0,69.0,0.0
93.0,74.0,0.0
89.0,78.0,0.0
85.0,81.0,0.0
81.0,83.0,0.0
77.0,84.0,0.0
73.0,84.0,0.0
69.0,83.0,0.0
65.0,81.0,0.0
61.0,78.0,0.0
57.0,74.0,0.0
53.0,69.0,0.0
49.0,63.0,1.0
49.0,63.0,0.0
45.0,72.0,0.0
41.0,80.0,0.0
37.0,87.0,0.0
33.0,93.0,0.0
29.0,98.0,0.0
25.0,102.0,0.0
21.0,105.0,0.0
17.0,107.0,0.0
13.0,108.0,0.0
9.0,108.0,0.0
5.0,107.0,0.0
1.0,105.0,0.0
149.0,141.0,0.0
145.0,137.0,0.0
141.0,132.0,0.0
137.0,126.0,0.0
133.0,119.0,0.0
129.0,111.0,0.0
125.0,102.0,1.0
125.0,102.0,0.0
121.0,111.0,0.0
117.0,119.0,0.0
113.0,126.0,0.0
109.0,132.0,0.0
105.0,137.0,0.0
101.0,141.0,0.0
97.0,144.0,0.0
93.0,146.0,0.0
89.0,147.0,0.0
85.0,147.0,0.0
81.0,146.0,0.0
77.0,144.0,0.0
73.0,141.0,0.0
69.0,137.0,0.0
65.0,132.0,0.0
61.0,126.0,0.0
57.0,119.0,0.0
53.0,111.0,0.0
49.0,102.0,0.0
45.0,92.0,0.0
41.0,82.0,0.0
37.0,72.0,0.0
33.0,62.0,1.0
33.0,62.0,0.0
29.0,71.0,0.0
25.0,79.0,0.0
21.0,86.0,0.0
17.0,92.0,0.0
13.0,97.0,0.0
9.0,101.0,0.0
5.0,104.0,0.0
1.0,106.0,0.0
141.0,111.0,0.0
137.0,111.0,0.0
133.0,110.0,0.0
129.0,108.0,0.0
125.0,105.0,0.0
121.0,101.0,0.0
117.0,96.0,0.0
113.0,90.0,0.0
109.0,83.0,0.0
105.0,75.0,0.0
101.0,66.0,0.0
97.0,56.0,1.0
97.0,56.0,0.0
93.0,65.0,0.0
89.0,73.0,0.0
85.0,80.0,0.0
81.0,86.0,0.0
77.0,91.0,0.0
73.0,95.0,0.0
69.0,98.0,0.0
65.0,100.0,0.0
61.0,101.0,0.0
57.0,101.0,0.0
53.0,100.0,0.0
49.0,98.0,0.0
45.0,95.0,0.0
41.0,91.0,0.0
37.0,86.0,0.0
33.0,80.0,0.0
29.0,73.0,0.0
25.0,65.0,0.0
21.0,56.0,0.0
17.0,46.0,0.0
13.0,36.0,1.0
13.0,36.0,0.0
9.0,45.0,0.0
5.0,53.0,0.0
1.0,60.0,0.0
149.0,-14.0,0.0
145.0,-9.0,0.0
141.0,-5.0,0.0
137.0,-2.0,0.0
133.0,0.0,0.0
129.0,1.0,0.0
125.0,1.0,0.0
121.0,0.0,0.0
117.0,-2.0,0.0
113.0,-5.0,1.0
113.0,-5.0,0.0
109.0,4.0,0.0
