,X,Y,click
8807,431,22,0
8808,427,30,0
8809,423,37,0
8810,419,43,0
8811,415,48,0
8812,411,52,0
8813,407,55,0
8814,403,57,0
8815,399,58,0
8816,395,58,0
8817,391,57,0
8818,387,55,0
8819,383,52,0
8820,379,48,0
8821,375,43,1
8822,375,43,0
8823,371,52,0
8824,367,60,0
8825,363,67,0
8826,359,73,0
8827,355,78,0
8828,351,82,0
8829,347,85,0
8830,343,87,0
8831,339,88,0
8832,335,88,0
8833,331,87,0
8834,327,85,0
8835,323,82,0
8836,319,78,0
8837,315,73,1
8838,315,73,0
8839,311,82,0
8840,307,90,0
8841,303,97,0
8842,299,103,0
8843,295,108,0
8844,291,112,0
8845,287,115,0
8846,283,117,0
8847,279,118,0
8848,275,118,0
8849,271,117,1
8850,271,117,0
8851,267,126,0
8852,263,134,0
8853,259,141,0
8854,255,147,0
8855,251,152,0
8856,247,156,0
8857,243,159,0
8858,239,161,0
8859,235,162,1
8860,235,162,0
8861,231,171,0
8862,227,179,0
8863,223,186,0
8864,219,192,0
8865,215,197,0
8866,211,201,0
8867,207,204,0
8868,203,206,0
8869,199,207,0
8870,195,207,0
8871,191,206,0
8872,187,204,0
8873,183,201,0
8874,179,197,0
8875,175,192,1
8876,175,192,0
8877,171,201,0
8878,167,209,0
8879,163,216,0
8880,159,222,0
8881,155,227,0
8882,151,231,0
8883,147,234,0
8884,143,236,0
8885,139,237,0
8886,135,237,0
8887,131,236,0
8888,127,234,0
8889,123,231,0
8890,119,227,0
8891,115,222,0
8892,111,216,0
8893,107,209,0
8894,103,201,0
8895,99,192,0
8896,95,182,0
8897,91,172,0
8898,87,162,0
8899,83,152,0
8900,79,142,0
8901,75,132,0
8902,71,122,0
8903,67,112,0
8904,63,102,0
8905,59,92,0
8906,55,82,0
8907,51,72,0
8908,47,62,0
8909,43,52,0
8910,39,42,1
8911,39,42,0
8912,35,51,0
8913,31,59,0
8914,27,66,0
8915,23,72,0
8916,19,77,0
8917,15,81,0
8918,11,84,0
8919,7,86,0
8920,3,87,0
8921,143,45,0
8922,139,44,0
8923,135,42,0
8924,131,39,0
8925,127,35,0
8926,123,30,0
8927,119,24,0
8928,115,17,0
8929,111,9,0
8930,107,0,0
8931,103,-10,1
8932,103,-10,0
8933,99,-1,0
8934,95,7,0
8935,91,14,0
8936,87,20,0
8937,83,25,0
8938,79,29,0
8939,75,32,0
8940,71,34,0
8941,67,35,0
8942,63,35,0
8943,59,34,0
8944,55,32,1
8945,55,32,0
8946,51,41,0
8947,47,49,0
8948,43,56,0
8949,39,62,0
8950,35,67,0
8951,31,71,0
8952,27,74,0
8953,23,76,0
8954,19,77,0
8955,15,77,0
8956,11,76,1
8957,11,76,0
8958,7,85,0
8959,3,93,0
8960,149,160,0
8961,145,166,0
8962,141,171,0
8963,137,175,0
8964,133,178,0
8965,129,180,0
8966,125,181,0
8967,121,181,0
8968,117,180,0
8969,113,178,0
8970,109,175,0
8971,105,171,0
8972,101,166,0
8973,97,160,0
8974,93,153,0
8975,89,145,0
8976,85,136,0
8977,81,126,0
8978,77,116,0
8979,73,106,0
8980,69,96,0
8981,65,86,0
8982,61,76,0
8983,57,66,0
8984,53,56,0
8985,49,46,0
8986,45,36,0
8987,41,26,0
8988,37,16,0
8989,33,6,0
8990,431,37,0
8991,427,45,0
8992,423,52,0
8993,419,58,0
8994,415,63,0
8995,411,67,0
8996,407,70,0
8997,403,72,0
8998,399,73,0
8999,395,73,0
9000,391,72,0
9001,387,70,0
9002,383,67,0
9003,379,63,0
9004,375,58,0
9005,371,52,0
9006,367,45,0
9007,363,37,0
9008,359,28,1
9009,359,28,0
9010,355,37,0
9011,351,45,0
9012,347,52,0
9013,343,58,0
9014,339,63,0
9015,335,67,0
9016,331,70,0
9017,327,72,0
9018,323,73,0
9019,319,73,0
9020,315,72,0
9021,311,70,0
9022,307,67,1
9023,307,67,0
9024,303,76,0
9025,299,84,0
9026,295,91,0
9027,291,97,0
9028,287,102,0
9029,283,106,0
9030,279,109,0
9031,275,111,0
9032,271,112,0
9033,267,112,0
9034,263,111,1
9035,263,111,0
9036,259,120,0
9037,255,128,0
9038,251,135,0
9039,247,141,0
9040,243,146,0
9041,239,150,0
9042,235,153,0
9043,231,155,0
9044,227,156,0
9045,223,156,0
9046,219,155,0
9047,215,153,0
9048,211,150,0
9049,207,146,0
9050,203,141,0
9051,199,135,0
9052,195,128,0
9053,191,120,0
9054,187,111,0
9055,183,101,0
9056,179,91,0
9057,175,81,1
9058,175,81,0
9059,171,90,0
9060,167,98,0
9061,163,105,0
9062,159,111,0
9063,155,116,0
9064,151,120,0
9065,147,123,0
9066,143,125,0
9067,139,126,0
9068,135,126,0
9069,131,125,0
9070,127,123,0
9071,123,120,0
9072,119,116,0
9073,115,111,0
9074,111,105,0
9075,107,98,0
9076,103,90,0
9077,99,81,1
9078,99,81,0
9079,95,90,0
9080,91,98,0
9081,87,105,0
9082,83,111,0
9083,79,116,0
9084,75,120,0
9085,71,123,0
9086,67,125,0
9087,63,126,0
9088,59,126,0
9089,55,125,0
9090,51,123,0
9091,47,120,0
9092,43,116,0
9093,39,111,0
9094,35,105,0
9095,31,98,0
9096,27,90,0
9097,23,81,0
9098,19,71,0
9099,15,61,1
9100,15,61,0
9101,11,70,0
9102,7,78,0
9103,3,85,0
9104,143,133,0
9105,139,138,0
9106,135,142,0
9107,131,145,0
9108,127,147,0
9109,123,148,0
9110,119,148,0
9111,115,147,0
9112,111,145,0
9113,107,142,0
9114,103,138,0
9115,99,133,0
9116,95,127,0
9117,91,120,0
9118,87,112,0
9119,83,103,0
9120,79,93,0
9121,75,83,0
9122,71,73,1
9123,71,73,0
9124,67,82,0
9125,63,90,0
9126,59,97,0
9127,55,103,0
9128,51,108,0
9129,47,112,0
9130,43,115,0
9131,39,117,0
9132,35,118,0
9133,31,118,0
9134,27,117,0
9135,23,115,0
9136,19,112,0
9137,15,108,0
9138,11,103,0
9139,7,97,0
9140,3,90,0
9141,149,48,0
9142,145,39,0
9143,141,29,0
9144,137,19,1
9145,137,19,0
9146,133,28,0
9147,129,36,0
9148,125,43,0
9149,121,49,0
9150,117,54,0
9151,113,58,0
9152,109,61,0
9153,105,63,0
9154,101,64,0
9155,97,64,0
9156,93,63,0
9157,89,61,0
9158,85,58,0
9159,81,54,0
9160,77,49,0
9161,73,43,1
9162,73,43,0
9163,69,52,0
9164,65,60,0
9165,61,67,0
9166,57,73,0
9167,53,78,0
9168,49,82,0
9169,45,85,0
9170,41,87,0
9171,37,88,0
9172,33,88,0
9173,29,87,0
9174,25,85,0
9175,21,82,0
9176,17,78,0
9177,13,73,0
9178,9,67,0
9179,5,60,1
9180,5,60,0
9181,1,69,0
9182,141,31,0
9183,137,38,0
9184,133,44,0
9185,129,49,0
9186,125,53,0
9187,121,56,0
9188,117,58,0
9189,113,59,0
9190,109,59,0
9191,105,58,0
9192,101,56,0
9193,97,53,0
9194,93,49,0
9195,89,44,0
9196,85,38,1
9197,85,38,0
9198,81,47,0
9199,77,55,0
9200,73,62,0
9201,69,68,0
9202,65,73,0
9203,61,77,0
9204,57,80,0
9205,53,82,0
9206,49,83,0
9207,45,83,0
9208,41,82,0
9209,37,80,0
9210,33,77,0
9211,29,73,0
9212,25,68,0
9213,21,62,0
9214,17,55,1
9215,17,55,0
9216,13,64,0
9217,9,72,0
9218,5,79,0
9219,1,85,0
9220,149,61,0
9221,145,65,0
9222,141,68,0
9223,137,70,0
9224,133,71,0
9225,129,71,0
9226,125,70,0
9227,121,68,0
9228,117,65,0
9229,113,61,0
9230,109,56,0
9231,105,50,0
9232,101,43,1
9233,101,43,0
9234,97,52,0
9235,93,60,0
9236,89,67,0
9237,85,73,0
9238,81,78,0
9239,77,82,0
9240,73,85,0
9241,69,87,0
9242,65,88,0
9243,61,88,0
9244,57,87,0
9245,53,85,0
9246,49,82,0
9247,45,78,0
9248,41,73,0
9249,37,67,0
9250,33,60,1
9251,33,60,0
9252,29,69,0
9253,25,77,0
9254,21,84,0
9255,17,90,0
9256,13,95,0
9257,9,99,0
9258,5,102,0
9259,1,104,0
9260,141,216,0
9261,137,216,0
9262,133,215,0
9263,129,213,0
9264,125,210,0
9265,121,206,0
9266,117,201,0
9267,113,195,0
9268,109,188,0
9269,105,180,0
9270,101,171,0
9271,97,161,0
9272,93,151,0
9273,89,141,0
9274,85,131,0
9275,81,121,0
9276,77,111,0
9277,73,101,1
9278,73,101,0
9279,69,110,0
9280,65,118,0
9281,61,125,0
9282,57,131,0
9283,53,136,0
9284,49,140,0
9285,45,143,0
9286,41,145,0
9287,37,146,0
9288,33,146,0
9289,431,48,0
9290,427,56,0
9291,423,63,0
9292,419,69,0
9293,415,74,0
9294,411,78,0
9295,407,81,0
9296,403,83,0
9297,399,84,0
9298,395,84,0
9299,391,83,0
9300,387,81,0
9301,383,78,0
9302,379,74,0
9303,375,69,0
9304,371,63,0
9305,367,56,0
9306,363,48,0
9307,359,39,1
9308,359,39,0
9309,355,48,0
9310,351,56,0
9311,347,63,0
9312,343,69,0
9313,339,74,0
9314,335,78,0
9315,331,81,0
9316,327,83,0
9317,323,84,0
9318,319,84,1
9319,319,84,0
9320,315,93,0
9321,311,101,0
9322,307,108,0
9323,303,114,0
9324,299,119,0
9325,295,123,0
9326,291,126,0
9327,287,128,0
9328,283,129,0
9329,279,129,1
9330,279,129,0
9331,275,138,0
9332,271,146,0
9333,267,153,0
9334,263,159,0
9335,259,164,0
9336,255,168,0
9337,251,171,0
9338,247,173,0
9339,243,174,0
9340,239,174,0
9341,235,173,0
9342,231,171,0
9343,227,168,0
9344,223,164,0
9345,219,159,0
9346,215,153,0
9347,211,146,0
9348,207,138,0
9349,203,129,0
9350,199,119,0
9351,195,109,0
9352,191,99,1
9353,191,99,0
9354,187,108,0
9355,183,116,0
9356,179,123,0
9357,175,129,0
9358,171,134,0
9359,167,138,0
9360,163,141,0
9361,159,143,0
9362,155,144,0
9363,151,144,0
9364,147,143,0
9365,143,141,0
9366,139,138,0
9367,135,134,0
9368,131,129,0
9369,127,123,0
9370,123,116,0
9371,119,108,0
9372,115,99,0
9373,111,89,0
9374,107,79,1
9375,107,79,0
9376,103,88,0
9377,99,96,0
9378,95,103,0
9379,91,109,0
9380,87,114,0
9381,83,118,0
9382,79,121,0
9383,75,123,0
9384,71,124,0
9385,67,124,0
9386,63,123,0
9387,59,121,0
9388,55,118,0
9389,51,114,0
9390,47,109,0
9391,43,103,0
9392,39,96,0
9393,35,88,0
9394,31,79,0
9395,27,69,1
9396,27,69,0
9397,23,78,0
9398,19,86,0
9399,15,93,0
9400,11,99,0
9401,7,104,0
9402,3,108,0
9403,143,33,0
9404,139,35,0
9405,135,36,0
9406,131,36,0
9407,127,35,0
9408,123,33,0
9409,119,30,0
9410,115,26,0
9411,111,21,0
9412,107,15,1
9413,107,15,0
9414,103,24,0
9415,99,32,0
9416,95,39,0
9417,91,45,0
9418,87,50,0
9419,83,54,0
9420,79,57,0
9421,75,59,0
9422,71,60,0
9423,67,60,0
9424,63,59,0
9425,59,57,0
9426,55,54,0
9427,51,50,1
9428,51,50,0
9429,47,59,0
9430,43,67,0
9431,39,74,0
9432,35,80,0
9433,31,85,0
9434,27,89,0
9435,23,92,0
9436,19,94,0
9437,15,95,0
9438,11,95,0
9439,7,94,0
9440,3,92,0
9441,149,98,0
9442,145,94,0
9443,141,89,0
9444,137,83,1
9445,137,83,0
9446,133,92,0
9447,129,100,0
9448,125,107,0
9449,121,113,0
9450,117,118,0
9451,113,122,0
9452,109,125,0
9453,105,127,0
9454,101,128,0
9455,97,128,0
9456,93,127,0
9457,89,125,0
9458,85,122,0
9459,81,118,0
9460,77,113,0
9461,73,107,0
9462,69,100,0
9463,65,92,0
9464,61,83,0
9465,57,73,0
9466,53,63,0
9467,49,53,0
9468,45,43,1
9469,45,43,0
9470,41,52,0
9471,37,60,0
9472,33,67,0
9473,29,73,0
9474,25,78,0
9475,21,82,0
9476,17,85,0
9477,13,87,0
9478,9,88,0
9479,5,88,0
9480,1,87,0
9481,141,168,0
9482,137,165,0
9483,133,161,0
9484,129,156,0
9485,125,150,1
9486,125,150,0
9487,121,159,0
9488,117,167,0
9489,113,174,0
9490,109,180,0
9491,105,185,0
9492,101,189,0
9493,97,192,0
9494,93,194,0
9495,89,195,0
9496,85,195,0
9497,81,194,0
9498,77,192,0
9499,73,189,0
9500,69,185,0
9501,65,180,0
9502,61,174,0
9503,57,167,0
9504,53,159,0
9505,49,150,0
9506,45,140,0
9507,41,130,0
9508,37,120,0
9509,33,110,0
9510,29,100,0
9511,25,90,0
9512,21,80,1
9513,21,80,0
9514,17,89,0
9515,13,97,0
9516,9,104,0
9517,5,110,0
9518,1,115,0
9519,149,115,0
9520,145,118,0
9521,141,120,0
9522,137,121,0
9523,133,121,0
9524,129,120,0
9525,125,118,0
9526,121,115,0
9527,117,111,0
9528,113,106,0
9529,109,100,0
9530,105,93,0
9531,101,85,0
9532,97,76,0
9533,93,66,0
9534,89,56,1
9535,89,56,0
9536,85,65,0
9537,81,73,0
9538,77,80,0
9539,73,86,0
9540,69,91,0
9541,65,95,0
9542,61,98,0
9543,57,100,0
9544,53,101,0
9545,49,101,0
9546,45,100,0
9547,41,98,0
9548,37,95,0
9549,33,91,0
9550,29,86,0
9551,25,80,0
9552,21,73,0
9553,17,65,0
9554,13,56,0
9555,9,46,1
9556,9,46,0
9557,5,55,0
9558,1,63,0
9559,141,28,0
9560,137,34,0
9561,133,39,0
9562,129,43,0
9563,125,46,0
9564,121,48,0
9565,117,49,0
9566,113,49,0
9567,109,48,0
9568,105,46,0
9569,101,43,0
9570,97,39,0
9571,93,34,1
9572,93,34,0
9573,89,43,0
9574,85,51,0
9575,81,58,0
9576,77,64,0
9577,73,69,0
9578,69,73,0
9579,65,76,0
9580,61,78,0
9581,57,79,0
9582,53,79,0
9583,49,78,0
9584,45,76,0
9585,41,73,0
9586,37,69,0
9587,33,64,0
9588,29,58,1
9589,29,58,0
9590,25,67,0
9591,21,75,0
9592,17,82,0
9593,13,88,0
9594,9,93,0
9595,5,97,0
9596,1,100,0
9597,149,157,0
9598,145,158,0
9599,141,158,0
9600,137,157,0
9601,133,155,0
9602,129,152,0
9603,125,148,0
9604,121,143,0
9605,117,137,0
9606,113,130,0
9607,109,122,0
9608,105,113,0
9609,101,103,0
9610,97,93,0
9611,93,83,0
9612,89,73,0
9613,85,63,0
9614,81,53,1
9615,81,53,0
9616,77,62,0
9617,73,70,0
9618,69,77,0
9619,65,83,0
9620,61,88,0
9621,57,92,0
9622,53,95,0
9623,49,97,0
9624,45,98,0
9625,41,98,0
9626,37,97,0
9627,33,95,0
9628,29,92,0
9629,25,88,0
9630,21,83,0
9631,17,77,0
9632,13,70,0
9633,9,62,0
9634,5,53,1
9635,5,53,0
9636,1,62,0
9637,141,32,0
9638,137,39,0
9639,133,45,0
9640,129,50,0
9641,125,54,0
9642,121,57,0
9643,117,59,0
9644,113,60,0
9645,109,60,0
9646,105,59,0
9647,101,57,0
9648,97,54,0
9649,93,50,0
9650,89,45,1
9651,89,45,0
9652,85,54,0
9653,81,62,0
9654,77,69,0
9655,73,75,0
9656,69,80,0
9657,65,84,0
9658,61,87,0
9659,57,89,0
9660,53,90,0
9661,49,90,0
9662,45,89,0
9663,41,87,0
9664,37,84,0
9665,33,80,0
9666,29,75,0
9667,25,69,0
9668,21,62,1
9669,21,62,0
9670,17,71,0
9671,13,79,0
9672,9,86,0
9673,5,92,0
9674,1,97,0
9675,149,54,0
9676,145,57,0
9677,141,59,0
9678,137,60,0
9679,133,60,0
9680,129,59,0
9681,125,57,0
9682,121,54,0
9683,117,50,0
9684,113,45,0
9685,109,39,0
9686,105,32,1
9687,105,32,0
9688,101,41,0
9689,97,49,0
9690,93,56,0
9691,89,62,0
9692,85,67,0
9693,81,71,0
9694,77,74,0
9695,73,76,0
9696,69,77,0
9697,65,77,0
9698,61,76,0
9699,57,74,0
9700,53,71,0
9701,49,67,0
9702,45,62,0
9703,41,56,0
9704,37,49,0
9705,33,41,1
9706,33,41,0
9707,29,50,0
9708,25,58,0
9709,21,65,0
9710,17,71,0
9711,13,76,0
9712,9,80,0
9713,5,83,0
9714,1,85,0
9715,141,95,0
9716,137,95,0
9717,133,94,0
9718,129,92,0
9719,125,89,0
9720,121,85,0
9721,117,80,0
9722,113,74,1
9723,113,74,0
9724,109,83,0
9725,105,91,0
9726,101,98,0
9727,97,104,0
9728,93,109,0
9729,89,113,0
9730,85,116,0
9731,81,118,0
9732,77,119,0
9733,73,119,0
9734,69,118,0
9735,65,116,0
9736,61,113,0
9737,57,109,0
9738,53,104,0
9739,49,98,0
9740,45,91,0
9741,41,83,0
9742,37,74,1
9743,37,74,0
9744,33,83,0
9745,29,91,0
9746,25,98,0
9747,21,104,0
9748,17,109,0
9749,13,113,0
9750,9,116,0
9751,5,118,0
9752,1,119,0
9753,149,193,0
9754,145,192,0
9755,141,190,0
9756,137,187,0
9757,133,183,0
9758,129,178,0
9759,125,172,0
9760,121,165,0
9761,117,157,0
9762,113,148,0
9763,109,138,0
9764,105,128,1
9765,105,128,0
9766,101,137,0
9767,97,145,0
9768,93,152,0
9769,89,158,0
9770,85,163,0
9771,81,167,0
9772,77,170,0
9773,73,172,0
9774,69,173,0
9775,65,173,0
9776,61,172,0
9777,57,170,0
9778,53,167,0
9779,49,163,0
9780,45,158,0
9781,41,152,0
9782,37,145,0
9783,33,137,0
9784,29,128,0
9785,25,118,0
9786,21,108,0
9787,17,98,0
9788,13,88,0
9789,9,78,0
9790,5,68,1
9791,5,68,0
9792,1,77,0
9793,141,14,0
9794,137,21,0
9795,133,27,0
9796,129,32,0
9797,125,36,0
9798,121,39,0
9799,117,41,0
9800,113,42,0
9801,109,42,0
9802,105,41,0
9803,101,39,0
9804,97,36,0
9805,93,32,0
9806,89,27,0
9807,85,21,1
9808,85,21,0
9809,81,30,0
9810,77,38,0
9811,73,45,0
9812,69,51,0
9813,65,56,0
9814,61,60,0
9815,57,63,0
9816,53,65,0
9817,49,66,0
9818,45,66,0
9819,41,65,0
9820,37,63,1
9821,37,63,0
9822,33,72,0
9823,29,80,0
9824,25,87,0
9825,21,93,0
9826,17,98,0
9827,13,102,0
9828,9,105,0
9829,5,107,0
9830,1,108,0
9831,149,147,0
9832,145,146,0
9833,141,144,0
9834,137,141,0
9835,133,137,0
9836,129,132,0
9837,125,126,0
9838,121,119,0
9839,117,111,0
9840,113,102,0
9841,109,92,0
9842,105,82,1
9843,105,82,0
9844,101,91,0
9845,97,99,0
9846,93,106,0
9847,89,112,0
9848,85,117,0
9849,81,121,0
9850,77,124,0
9851,73,126,0
9852,69,127,0
9853,65,127,0
9854,61,126,0
9855,57,124,0
9856,53,121,0
9857,49,117,0
9858,45,112,0
9859,41,106,0
9860,37,99,0
9861,33,91,0
9862,29,82,0
9863,25,72,0
9864,21,62,1
9865,21,62,0
9866,17,71,0
9867,13,79,0
9868,9,86,0
9869,5,92,0
9870,1,97,0
9871,141,63,0
9872,137,66,0
9873,133,68,0
9874,129,69,0
9875,125,69,0
9876,121,68,0
9877,117,66,0
9878,113,63,0
9879,109,59,0
9880,105,54,0
9881,101,48,0
9882,97,41,1
9883,97,41,0
9884,93,50,0
9885,89,58,0
9886,85,65,0
9887,81,71,0
9888,77,76,0
9889,73,80,0
9890,69,83,0
9891,65,85,0
9892,61,86,0
9893,57,86,0
9894,53,85,0
9895,49,83,0
9896,45,80,0
9897,41,76,0
9898,37,71,0
9899,33,65,0
9900,29,58,1
9901,29,58,0
9902,25,67,0
9903,21,75,0
9904,17,82,0
9905,13,88,0
9906,9,93,0
9907,5,97,0
9908,1,100,0
9909,149,161,0
9910,145,162,0
9911,141,162,0
9912,137,161,0
9913,133,159,0
9914,129,156,0
9915,125,152,0
9916,121,147,0
9917,117,141,0
9918,113,134,0
9919,109,126,0
9920,105,117,0
9921,101,107,0
9922,97,97,0
9923,93,87,0
9924,89,77,1
9925,89,77,0
9926,85,86,0
9927,81,94,0
9928,77,101,0
9929,73,107,0
9930,69,112,0
9931,65,116,0
9932,61,119,0
9933,57,121,0
9934,53,122,0
9935,49,122,0
9936,45,121,0
9937,41,119,0
9938,37,116,0
9939,33,112,0
9940,29,107,0
9941,25,101,0
9942,21,94,0
9943,17,86,0
9944,13,77,0
9945,9,67,0
9946,5,57,1
9947,5,57,0
9948,1,66,0
9949,141,66,0
9950,137,73,0
9951,133,79,0
9952,129,84,0
9953,125,88,0
9954,121,91,0
9955,117,93,0
9956,113,94,0
9957,109,94,0
9958,105,93,0
9959,101,91,0
9960,97,88,0
9961,93,84,0
9962,89,79,0
9963,85,73,0
9964,81,66,0
9965,77,58,0
9966,73,49,1
9967,73,49,0
9968,69,58,0
9969,65,66,0
9970,61,73,0
9971,57,79,0
9972,53,84,0
9973,49,88,0
9974,45,91,0
9975,41,93,0
9976,37,94,0
9977,33,94,0
9978,29,93,0
9979,25,91,0
9980,21,88,0
9981,17,84,0
9982,13,79,0
9983,9,73,0
9984,5,66,1
9985,5,66,0
9986,1,75,0
9987,149,57,0
9988,145,64,0
9989,141,70,0
9990,137,75,0
9991,133,79,0
9992,129,82,0
9993,125,84,0
9994,121,85,0
9995,117,85,0
9996,113,84,0
9997,109,82,0
9998,105,79,0
9999,101,75,0
10000,97,70,0
10001,93,64,0
10002,89,57,1
10003,89,57,0
10004,85,66,0
10005,81,74,0
10006,77,81,0
10007,73,87,0
10008,69,92,0
10009,65,96,0
10010,61,99,0
10011,57,101,0
10012,53,102,0
10013,49,102,0
10014,45,101,0
10015,41,99,0
10016,37,96,0
10017,33,92,0
10018,29,87,0
10019,25,81,0
10020,21,74,0
10021,17,66,1
10022,17,66,0
10023,13,75,0
10024,9,83,0
10025,5,90,0
10026,1,96,0
10027,141,106,0
10028,137,110,0
10029,133,113,0
10030,129,115,0
10031,125,116,0
10032,121,116,0
10033,117,115,0
10034,113,113,0
10035,109,110,0
10036,105,106,0
10037,101,101,0
10038,97,95,0
10039,93,88,0
10040,89,80,0
10041,85,71,1
10042,85,71,0
10043,81,80,0
10044,77,88,0
10045,73,95,0
10046,69,101,0
10047,65,106,0
10048,61,110,0
10049,57,113,0
10050,53,115,0
10051,49,116,0
10052,45,116,0
10053,41,115,0
10054,37,113,0
10055,33,110,0
10056,29,106,0
10057,25,101,0
10058,21,95,0
10059,17,88,0
10060,13,80,0
10061,9,71,0
10062,5,61,1
10063,5,61,0
10064,1,70,0
10065,149,11,0
10066,145,18,0
10067,141,24,0
10068,137,29,0
10069,133,33,0
10070,129,36,0
10071,125,38,0
10072,121,39,0
10073,117,39,0
10074,113,38,0
10075,109,36,0
10076,105,33,0
10077,101,29,1
10078,101,29,0
10079,97,38,0
10080,93,46,0
10081,89,53,0
10082,85,59,0
10083,81,64,0
10084,77,68,0
10085,73,71,0
10086,69,73,0
10087,65,74,0
10088,61,74,0
10089,57,73,0
10090,53,71,0
10091,49,68,0
10092,45,64,0
10093,41,59,0
10094,37,53,1
10095,37,53,0
10096,33,62,0
10097,29,70,0
10098,25,77,0
10099,21,83,0
10100,17,88,0
10101,13,92,0
10102,9,95,0
10103,5,97,0
10104,1,98,0
10105,141,130,0
10106,137,129,0
10107,133,127,0
10108,129,124,0
10109,125,120,0
10110,121,115,0
10111,117,109,1
10112,117,109,0
10113,113,118,0
10114,109,126,0
10115,105,133,0
10116,101,139,0
10117,97,144,0
10118,93,148,0
10119,89,151,0
10120,85,153,0
10121,81,154,0
10122,77,154,0
10123,73,153,0
10124,69,151,0
10125,65,148,0
10126,61,144,0
10127,57,139,0
10128,53,133,0
10129,49,126,0
10130,45,118,0
10131,41,109,0
10132,37,99,0
10133,33,89,0
10134,29,79,1
10135,29,79,0
10136,25,88,0
10137,21,96,0
10138,17,103,0
10139,13,109,0
10140,9,114,0
10141,5,118,0
10142,1,121,0
10143,149,145,0
10144,145,146,0
10145,141,146,0
10146,137,145,0
10147,133,143,0
10148,129,140,0
10149,125,136,0
10150,121,131,0
10151,117,125,0
10152,113,118,0
10153,109,110,0
10154,105,101,0
10155,101,91,0
10156,97,81,0
10157,93,71,0
10158,89,61,0
10159,85,51,0
10160,81,41,0
10161,77,31,1
10162,77,31,0
10163,73,40,0
10164,69,48,0
10165,65,55,0
10166,61,61,0
10167,57,66,0
10168,53,70,0
10169,49,73,0
10170,45,75,0
10171,41,76,0
10172,37,76,0
10173,33,75,0
10174,29,73,0
10175,25,70,0
10176,21,66,0
10177,17,61,0
10178,13,55,1
10179,13,55,0
10180,9,64,0
10181,5,72,0
10182,1,79,0
10183,141,118,0
10184,137,123,0
10185,133,127,0
10186,129,130,0
10187,125,132,0
10188,121,133,0
10189,117,133,0
10190,113,132,0
10191,109,130,0
10192,105,127,0
10193,101,123,0
10194,97,118,0
10195,93,112,0
10196,89,105,0
10197,85,97,0
10198,81,88,0
10199,77,78,0
10200,73,68,1
10201,73,68,0
10202,69,77,0
10203,65,85,0
10204,61,92,0
10205,57,98,0
10206,53,103,0
10207,49,107,0
10208,45,110,0
10209,41,112,0
10210,37,113,0
10211,33,113,0
10212,29,112,0
10213,25,110,0
10214,21,107,0
10215,17,103,0
10216,13,98,0
10217,9,92,0
10218,5,85,0
10219,1,77,0
10220,149,-18,1
10221,149,-18,0
10222,145,-9,0
10223,141,-1,0
10224,137,6,0
10225,133,12,0
10226,129,17,0
10227,125,21,0
10228,121,24,0
10229,117,26,0
10230,113,27,0
10231,109,27,0
10232,105,26,0
10233,101,24,0
10234,97,21,0
10235,93,17,1
10236,93,17,0
10237,89,26,0
10238,85,34,0
10239,81,41,0
10240,77,47,0
10241,73,52,0
10242,69,56,0
10243,65,59,0
10244,61,61,0
10245,57,62,0
10246,53,62,0
10247,49,61,1
10248,49,61,0
10249,45,70,0
10250,41,78,0
10251,37,85,0
10252,33,91,0
10253,29,96,0
10254,25,100,0
10255,21,103,0
10256,17,105,0
10257,13,106,0
10258,9,106,0
10259,5,105,0
10260,1,103,0
10261,141,142,0
10262,137,138,0
10263,133,133,0
10264,129,127,0
10265,125,120,0
10266,121,112,1
10267,121,112,0
10268,117,121,0
10269,113,129,0
10270,109,136,0
10271,105,142,0
10272,101,147,0
10273,97,151,0
10274,93,154,0
10275,89,156,0
10276,85,157,0
10277,81,157,0
10278,77,156,0
10279,73,154,0
10280,69,151,0
10281,65,147,0
10282,61,142,0
10283,57,136,0
10284,53,129,0
10285,49,121,0
10286,45,112,0
10287,41,102,0
10288,37,92,0
10289,33,82,0
10290,29,72,1
10291,29,72,0
10292,25,81,0
10293,21,89,0
10294,17,96,0
10295,13,102,0
10296,9,107,0
10297,5,111,0
10298,1,114,0
10299,149,102,0
10300,145,103,0
10301,141,103,0
10302,137,102,0
10303,133,100,0
10304,129,97,0
10305,125,93,0
10306,121,88,0
10307,117,82,0
10308,113,75,0
10309,109,67,0
10310,105,58,0
10311,101,48,0
10312,97,38,1
10313,97,38,0
10314,93,47,0
10315,89,55,0
10316,85,62,0
10317,81,68,0
10318,77,73,0
10319,73,77,0
10320,69,80,0
10321,65,82,0
10322,61,83,0
10323,57,83,0
10324,53,82,0
10325,49,80,0
10326,45,77,0
10327,41,73,0
10328,37,68,0
10329,33,62,0
10330,29,55,1
10331,29,55,0
10332,25,64,0
10333,21,72,0
10334,17,79,0
10335,13,85,0
10336,9,90,0
10337,5,94,0
10338,1,97,0
10339,141,141,0
10340,137,142,0
10341,133,142,0
10342,129,141,0
10343,125,139,0
10344,121,136,0
10345,117,132,0
10346,113,127,0
10347,109,121,0
10348,105,114,0
10349,101,106,0
10350,97,97,0
10351,93,87,0
10352,89,77,0
10353,85,67,0
10354,81,57,1
10355,81,57,0
10356,77,66,0
10357,73,74,0
10358,69,81,0
10359,65,87,0
