,X,Y,click
3411,61,93,0
3412,57,91,0
3413,53,88,0
3414,49,84,0
3415,45,79,0
3416,41,73,0
3417,37,66,0
3418,33,58,0
3419,29,49,0
3420,25,39,1
3421,25,39,0
3422,21,48,0
3423,17,56,0
3424,13,63,0
3425,9,69,0
3426,5,74,0
3427,1,78,0
3428,149,16,0
3429,145,18,0
3430,141,19,0
3431,137,19,0
3432,133,18,0
3433,129,16,0
3434,125,13,0
3435,121,9,0
3436,117,4,0
3437,113,-2,0
3438,109,-9,1
3439,109,-9,0
3440,105,0,0
3441,101,8,0
3442,97,15,0
3443,93,21,0
3444,89,26,0
3445,85,30,0
3446,81,33,0
3447,77,35,1
3448,77,35,0
3449,73,44,0
3450,69,52,0
3451,65,59,0
3452,61,65,0
3453,57,70,0
3454,53,74,0
3455,49,77,0
3456,45,79,0
3457,41,80,0
3458,37,80,0
3459,33,79,0
3460,29,77,0
3461,25,74,0
3462,21,70,0
3463,17,65,0
3464,13,59,0
3465,9,52,0
3466,5,44,0
3467,1,35,1
3468,1,35,0
3469,141,101,0
3470,137,109,0
3471,133,116,0
3472,129,122,0
3473,125,127,0
3474,121,131,0
3475,117,134,0
3476,113,136,0
3477,109,137,0
3478,105,137,0
3479,101,136,0
3480,97,134,0
3481,93,131,0
3482,89,127,0
3483,85,122,0
3484,81,116,0
3485,77,109,0
3486,73,101,0
3487,69,92,0
3488,65,82,0
3489,61,72,0
3490,57,62,0
3491,53,52,0
3492,49,42,1
3493,49,42,0
3494,45,51,0
3495,41,59,0
3496,37,66,0
3497,33,72,0
3498,29,77,0
3499,25,81,0
3500,21,84,0
3501,17,86,0
3502,13,87,0
3503,9,87,0
3504,5,86,0
3505,1,84,0
3506,149,112,0
3507,145,108,0
3508,141,103,0
3509,137,97,0
3510,133,90,0
3511,129,82,1
3512,129,82,0
3513,125,91,0
3514,121,99,0
3515,117,106,0
3516,113,112,0
3517,109,117,0
3518,105,121,0
3519,101,124,0
3520,97,126,0
3521,93,127,0
3522,89,127,0
3523,85,126,0
3524,81,124,0
3525,77,121,0
3526,73,117,0
3527,69,112,0
3528,65,106,0
3529,61,99,0
3530,57,91,0
3531,53,82,0
3532,49,72,0
3533,45,62,0
3534,41,52,0
3535,37,42,1
3536,37,42,0
3537,33,51,0
3538,29,59,0
3539,25,66,0
3540,21,72,0
3541,17,77,0
3542,13,81,0
3543,9,84,0
3544,5,86,0
3545,1,87,0
3546,141,-12,0
3547,137,-13,0
3548,133,-15,0
3549,129,-18,0
3550,125,-22,0
3551,121,-27,0
3552,117,-33,1
3553,117,-33,0
3554,113,-24,0
3555,109,-16,0
3556,105,-9,0
3557,101,-3,0
3558,97,2,0
3559,93,6,0
3560,89,9,0
3561,85,11,1
3562,85,11,0
3563,81,20,0
3564,77,28,0
3565,73,35,0
3566,69,41,0
3567,65,46,0
3568,61,50,0
3569,57,53,1
3570,57,53,0
3571,53,62,0
3572,49,70,0
3573,45,77,0
3574,41,83,0
3575,37,88,0
3576,33,92,0
3577,29,95,0
3578,25,97,0
3579,21,98,0
3580,17,98,0
3581,13,97,0
3582,9,95,0
3583,5,92,0
3584,1,88,0
3585,149,79,0
3586,145,73,0
3587,141,66,0
3588,137,58,0
3589,133,49,1
3590,133,49,0
3591,129,58,0
3592,125,66,0
3593,121,73,0
3594,117,79,0
3595,113,84,0
3596,109,88,0
3597,105,91,0
3598,101,93,0
3599,97,94,0
3600,93,94,0
3601,89,93,0
3602,85,91,0
3603,81,88,0
3604,77,84,0
3605,73,79,0
3606,69,73,0
3607,65,66,0
3608,61,58,0
3609,57,49,0
3610,53,39,1
3611,53,39,0
3612,49,48,0
3613,45,56,0
3614,41,63,0
3615,37,69,0
3616,33,74,0
3617,29,78,0
3618,25,81,0
3619,21,83,0
3620,17,84,0
3621,13,84,0
3622,9,83,0
3623,5,81,0
3624,1,78,0
3625,141,162,0
3626,137,157,0
3627,133,151,0
3628,129,144,0
3629,125,136,1
3630,125,136,0
3631,121,145,0
3632,117,153,0
3633,113,160,0
3634,109,166,0
3635,105,171,0
3636,101,175,0
3637,97,178,0
3638,93,180,0
3639,89,181,0
3640,85,181,0
3641,81,180,0
3642,77,178,0
3643,73,175,0
3644,69,171,0
3645,65,166,0
3646,61,160,0
3647,57,153,0
3648,53,145,0
3649,49,136,0
3650,45,126,0
3651,41,116,0
3652,37,106,0
3653,33,96,0
3654,29,86,0
3655,25,76,0
3656,21,66,0
3657,17,56,1
3658,17,56,0
3659,13,65,0
3660,9,73,0
3661,5,80,0
3662,1,86,0
3663,149,27,0
3664,145,31,0
3665,141,34,0
3666,137,36,0
3667,133,37,0
3668,129,37,0
3669,125,36,0
3670,121,34,0
3671,117,31,0
3672,113,27,0
3673,109,22,0
3674,105,16,0
3675,101,9,0
3676,97,1,1
3677,97,1,0
3678,93,10,0
3679,89,18,0
3680,85,25,0
3681,81,31,0
3682,77,36,0
3683,73,40,0
3684,69,43,0
3685,65,45,0
3686,61,46,0
3687,57,46,0
3688,53,45,0
3689,49,43,0
3690,45,40,0
3691,41,36,1
3692,41,36,0
3693,37,45,0
3694,33,53,0
3695,29,60,0
3696,25,66,0
3697,21,71,0
3698,17,75,0
3699,13,78,0
3700,9,80,0
3701,5,81,0
3702,1,81,0
3703,141,157,0
3704,137,155,0
3705,133,152,0
3706,129,148,0
3707,125,143,0
3708,121,137,0
3709,117,130,0
3710,113,122,1
3711,113,122,0
3712,109,131,0
3713,105,139,0
3714,101,146,0
3715,97,152,0
3716,93,157,0
3717,89,161,0
3718,85,164,0
3719,81,166,0
3720,77,167,0
3721,73,167,0
3722,69,166,0
3723,65,164,0
3724,61,161,0
3725,57,157,0
3726,53,152,0
3727,49,146,0
3728,45,139,0
3729,41,131,0
3730,37,122,0
3731,33,112,0
3732,29,102,0
3733,25,92,0
3734,21,82,0
3735,17,72,0
3736,13,62,1
3737,13,62,0
3738,9,71,0
3739,5,79,0
3740,1,86,0
3741,149,94,0
3742,145,99,0
3743,141,103,0
3744,137,106,0
3745,133,108,0
3746,129,109,0
3747,125,109,0
3748,121,108,0
3749,117,106,0
3750,113,103,0
3751,109,99,0
3752,105,94,0
3753,101,88,0
3754,97,81,0
3755,93,73,0
3756,89,64,0
3757,85,54,0
3758,81,44,1
3759,81,44,0
3760,77,53,0
3761,73,61,0
3762,69,68,0
3763,65,74,0
3764,61,79,0
3765,57,83,0
3766,53,86,0
3767,49,88,0
3768,45,89,0
3769,41,89,0
3770,37,88,0
3771,33,86,0
3772,29,83,0
3773,25,79,0
3774,21,74,0
3775,17,68,0
3776,13,61,0
3777,9,53,0
3778,5,44,1
3779,5,44,0
3780,1,53,0
3781,141,2,0
3782,137,9,0
3783,133,15,0
3784,129,20,0
3785,125,24,0
3786,121,27,0
3787,117,29,0
3788,113,30,0
3789,109,30,0
3790,105,29,0
3791,101,27,0
3792,97,24,0
3793,93,20,0
3794,89,15,1
3795,89,15,0
3796,85,24,0
3797,81,32,0
3798,77,39,0
3799,73,45,0
3800,69,50,0
3801,65,54,0
3802,61,57,0
3803,57,59,0
3804,53,60,0
3805,49,60,0
3806,45,59,0
3807,41,57,1
3808,41,57,0
3809,37,66,0
3810,33,74,0
3811,29,81,0
3812,25,87,0
3813,21,92,0
3814,17,96,0
3815,13,99,0
3816,9,101,0
3817,5,102,0
3818,1,102,0
3819,149,125,0
3820,145,123,0
3821,141,120,0
3822,137,116,0
3823,133,111,0
3824,129,105,0
3825,125,98,0
3826,121,90,0
3827,117,81,1
3828,117,81,0
3829,113,90,0
3830,109,98,0
3831,105,105,0
3832,101,111,0
3833,97,116,0
3834,93,120,0
3835,89,123,0
3836,85,125,0
3837,81,126,0
3838,77,126,0
3839,73,125,0
3840,69,123,0
3841,65,120,0
3842,61,116,0
3843,57,111,0
3844,53,105,0
3845,49,98,0
3846,45,90,0
3847,41,81,0
3848,37,71,0
3849,33,61,1
3850,33,61,0
3851,29,70,0
3852,25,78,0
3853,21,85,0
3854,17,91,0
3855,13,96,0
3856,9,100,0
3857,5,103,0
3858,1,105,0
3859,141,63,0
3860,137,63,0
3861,133,62,0
3862,129,60,0
3863,125,57,0
3864,121,53,0
3865,117,48,0
3866,113,42,0
3867,109,35,0
3868,105,27,0
3869,101,18,1
3870,101,18,0
3871,97,27,0
3872,93,35,0
3873,89,42,0
3874,85,48,0
3875,81,53,0
3876,77,57,0
3877,73,60,0
3878,69,62,0
3879,65,63,0
3880,61,63,0
3881,57,62,0
3882,53,60,0
3883,49,57,0
3884,45,53,0
3885,41,48,1
3886,41,48,0
3887,37,57,0
3888,33,65,0
3889,29,72,0
3890,25,78,0
3891,21,83,0
3892,17,87,0
3893,13,90,0
3894,9,92,0
3895,5,93,0
3896,1,93,0
3897,149,104,0
3898,145,102,0
3899,141,99,0
3900,137,95,0
3901,133,90,0
3902,129,84,0
3903,125,77,0
3904,121,69,0
3905,117,60,1
3906,117,60,0
3907,113,69,0
3908,109,77,0
3909,105,84,0
3910,101,90,0
3911,97,95,0
3912,93,99,0
3913,89,102,0
3914,85,104,0
3915,81,105,0
3916,77,105,0
3917,73,104,0
3918,69,102,0
3919,65,99,0
3920,61,95,0
3921,57,90,0
3922,53,84,0
3923,49,77,0
3924,45,69,0
3925,41,60,0
3926,37,50,1
3927,37,50,0
3928,33,59,0
3929,29,67,0
3930,25,74,0
3931,21,80,0
3932,17,85,0
3933,13,89,0
3934,9,92,0
3935,5,94,0
3936,1,95,0
3937,141,99,0
3938,137,98,0
3939,133,96,0
3940,129,93,0
3941,125,89,0
3942,121,84,0
3943,117,78,0
3944,113,71,1
3945,113,71,0
3946,109,80,0
3947,105,88,0
3948,101,95,0
3949,97,101,0
3950,93,106,0
3951,89,110,0
3952,85,113,0
3953,81,115,0
3954,77,116,0
3955,73,116,0
3956,69,115,0
3957,65,113,0
3958,61,110,0
3959,57,106,0
3960,53,101,0
3961,49,95,0
3962,45,88,0
3963,41,80,0
3964,37,71,0
3965,33,61,0
3966,29,51,1
3967,29,51,0
3968,25,60,0
3969,21,68,0
3970,17,75,0
3971,13,81,0
3972,9,86,0
3973,5,90,0
3974,1,93,0
3975,149,102,0
3976,145,103,0
3977,141,103,0
3978,137,102,0
3979,133,100,0
3980,129,97,0
3981,125,93,0
3982,121,88,0
3983,117,82,0
3984,113,75,0
3985,109,67,0
3986,105,58,0
3987,101,48,1
3988,101,48,0
3989,97,57,0
3990,93,65,0
3991,89,72,0
3992,85,78,0
3993,81,83,0
3994,77,87,0
3995,73,90,0
3996,69,92,0
3997,65,93,0
3998,61,93,0
3999,57,92,0
4000,53,90,0
4001,49,87,0
4002,45,83,0
4003,41,78,0
4004,37,72,0
4005,33,65,0
4006,29,57,1
4007,29,57,0
4008,25,66,0
4009,21,74,0
4010,17,81,0
4011,13,87,0
4012,9,92,0
4013,5,96,0
4014,1,99,0
4015,141,76,0
4016,137,77,0
4017,133,77,0
4018,129,76,0
4019,125,74,0
4020,121,71,0
4021,117,67,0
4022,113,62,0
4023,109,56,0
4024,105,49,0
4025,101,41,1
4026,101,41,0
4027,97,50,0
4028,93,58,0
4029,89,65,0
4030,85,71,0
4031,81,76,0
4032,77,80,0
4033,73,83,0
4034,69,85,0
4035,65,86,0
4036,61,86,0
4037,57,85,0
4038,53,83,0
4039,49,80,0
4040,45,76,0
4041,41,71,0
4042,37,65,1
4043,37,65,0
4044,33,74,0
4045,29,82,0
4046,25,89,0
4047,21,95,0
4048,17,100,0
4049,13,104,0
4050,9,107,0
4051,5,109,0
4052,1,110,0
4053,149,177,0
4054,145,176,0
4055,141,174,0
4056,137,171,0
4057,133,167,0
4058,129,162,0
4059,125,156,0
4060,121,149,0
4061,117,141,0
4062,113,132,0
4063,109,122,1
4064,109,122,0
4065,105,131,0
4066,101,139,0
4067,97,146,0
4068,93,152,0
4069,89,157,0
4070,85,161,0
4071,81,164,0
4072,77,166,0
4073,73,167,0
4074,69,167,0
4075,65,166,0
4076,61,164,0
4077,57,161,0
4078,53,157,0
4079,49,152,0
4080,45,146,0
4081,41,139,0
4082,37,131,0
4083,33,122,0
4084,29,112,0
4085,25,102,0
4086,21,92,0
4087,17,82,0
4088,13,72,0
4089,9,62,0
4090,5,52,1
4091,5,52,0
4092,1,61,0
4093,141,61,0
4094,137,68,0
4095,133,74,0
4096,129,79,0
4097,125,83,0
4098,121,86,0
4099,117,88,0
4100,113,89,0
4101,109,89,0
4102,105,88,0
4103,101,86,0
4104,97,83,0
4105,93,79,0
4106,89,74,0
4107,85,68,0
4108,81,61,0
4109,77,53,0
4110,73,44,0
4111,69,34,1
4112,69,34,0
4113,65,43,0
4114,61,51,0
4115,57,58,0
4116,53,64,0
4117,49,69,0
4118,45,73,0
4119,41,76,0
4120,37,78,0
4121,33,79,0
4122,29,79,0
4123,25,78,0
4124,21,76,0
4125,17,73,0
4126,13,69,0
4127,9,64,0
4128,5,58,0
4129,1,51,0
4130,149,-35,1
4131,149,-35,0
4132,145,-26,0
4133,141,-18,0
4134,137,-11,0
4135,133,-5,0
4136,129,0,0
4137,125,4,0
4138,121,7,0
4139,117,9,0
4140,113,10,0
4141,109,10,0
4142,105,9,0
4143,101,7,0
4144,97,4,0
4145,93,0,1
4146,93,0,0
4147,89,9,0
4148,85,17,0
4149,81,24,0
4150,77,30,0
4151,73,35,0
4152,69,39,0
4153,65,42,0
4154,61,44,0
4155,57,45,0
4156,53,45,0
4157,49,44,0
4158,45,42,0
4159,41,39,1
4160,41,39,0
4161,37,48,0
4162,33,56,0
4163,29,63,0
4164,25,69,0
4165,21,74,0
4166,17,78,0
4167,13,81,0
4168,9,83,0
4169,5,84,0
4170,1,84,0
4171,141,82,0
4172,137,80,0
4173,133,77,0
4174,129,73,0
4175,125,68,0
4176,121,62,1
4177,121,62,0
4178,117,71,0
4179,113,79,0
4180,109,86,0
4181,105,92,0
4182,101,97,0
4183,97,101,0
4184,93,104,0
4185,89,106,0
4186,85,107,0
4187,81,107,0
4188,77,106,0
4189,73,104,0
4190,69,101,0
4191,65,97,0
4192,61,92,0
4193,57,86,0
4194,53,79,0
4195,49,71,0
4196,45,62,1
4197,45,62,0
4198,41,71,0
4199,37,79,0
4200,33,86,0
4201,29,92,0
4202,25,97,0
4203,21,101,0
4204,17,104,0
4205,13,106,0
4206,9,107,0
4207,5,107,0
4208,1,106,0
4209,149,210,0
4210,145,207,0
4211,141,203,0
4212,137,198,0
4213,133,192,0
4214,129,185,0
4215,125,177,0
4216,121,168,1
4217,121,168,0
4218,117,177,0
4219,113,185,0
4220,109,192,0
4221,105,198,0
4222,101,203,0
4223,97,207,0
4224,93,210,0
4225,89,212,0
4226,85,213,0
4227,81,213,0
4228,77,212,0
4229,73,210,0
4230,69,207,0
4231,65,203,0
4232,61,198,0
4233,57,192,0
4234,53,185,0
4235,49,177,0
4236,45,168,0
4237,41,158,0
4238,37,148,0
4239,33,138,0
4240,29,128,0
4241,25,118,0
4242,21,108,0
4243,17,98,0
4244,13,88,0
4245,9,78,1
4246,9,78,0
4247,5,87,0
4248,1,95,0
4249,141,-5,0
4250,137,1,0
4251,133,6,0
4252,129,10,0
4253,125,13,0
4254,121,15,0
4255,117,16,0
4256,113,16,0
4257,109,15,0
4258,105,13,0
4259,101,10,0
4260,97,6,0
4261,93,1,0
4262,89,-5,1
4263,89,-5,0
4264,85,4,0
4265,81,12,0
4266,77,19,0
4267,73,25,0
4268,69,30,0
4269,65,34,0
4270,61,37,0
4271,57,39,0
4272,53,40,0
4273,49,40,0
4274,45,39,0
4275,41,37,0
4276,37,34,1
4277,37,34,0
4278,33,43,0
4279,29,51,0
4280,25,58,0
4281,21,64,0
4282,17,69,0
4283,13,73,0
4284,9,76,0
4285,5,78,0
4286,1,79,0
4287,149,181,0
4288,145,180,0
4289,141,178,0
4290,137,175,0
4291,133,171,0
4292,129,166,0
4293,125,160,0
4294,121,153,0
4295,117,145,1
4296,117,145,0
4297,113,154,0
4298,109,162,0
4299,105,169,0
4300,101,175,0
4301,97,180,0
4302,93,184,0
4303,89,187,0
4304,85,189,0
4305,81,190,0
4306,77,190,0
4307,73,189,0
4308,69,187,0
4309,65,184,0
4310,61,180,0
4311,57,175,0
4312,53,169,0
4313,49,162,0
4314,45,154,0
4315,41,145,0
4316,37,135,0
4317,33,125,0
4318,29,115,0
4319,25,105,0
4320,21,95,0
4321,17,85,0
4322,13,75,0
4323,9,65,0
4324,5,55,1
4325,5,55,0
4326,1,64,0
4327,141,-28,0
4328,137,-21,0
4329,133,-15,0
4330,129,-10,0
4331,125,-6,0
4332,121,-3,0
4333,117,-1,0
4334,113,0,0
4335,109,0,0
4336,105,-1,0
4337,101,-3,0
4338,97,-6,0
4339,93,-10,1
4340,93,-10,0
4341,89,-1,0
4342,85,7,0
4343,81,14,0
4344,77,20,0
4345,73,25,0
4346,69,29,0
4347,65,32,0
4348,61,34,0
4349,57,35,0
4350,53,35,0
4351,49,34,0
4352,45,32,0
4353,41,29,0
4354,37,25,0
4355,33,20,1
4356,33,20,0
4357,29,29,0
4358,25,37,0
4359,21,44,0
4360,17,50,0
4361,13,55,0
4362,9,59,0
4363,5,62,0
4364,1,64,0
4365,149,138,0
4366,145,138,0
4367,141,137,0
4368,137,135,0
4369,133,132,0
4370,129,128,0
4371,125,123,1
4372,125,123,0
4373,121,132,0
4374,117,140,0
4375,113,147,0
4376,109,153,0
4377,105,158,0
4378,101,162,0
4379,97,165,0
4380,93,167,0
4381,89,168,0
4382,85,168,0
4383,81,167,0
4384,77,165,0
4385,73,162,0
4386,69,158,0
4387,65,153,0
4388,61,147,0
4389,57,140,0
4390,53,132,0
4391,49,123,0
4392,45,113,0
4393,41,103,0
4394,37,93,0
4395,33,83,0
4396,29,73,0
4397,25,63,0
4398,21,53,1
4399,21,53,0
4400,17,62,0
4401,13,70,0
4402,9,77,0
4403,5,83,0
4404,1,88,0
4405,141,100,0
4406,137,103,0
4407,133,105,0
4408,129,106,0
4409,125,106,0
4410,121,105,0
4411,117,103,0
4412,113,100,0
4413,109,96,0
4414,105,91,0
4415,101,85,0
4416,97,78,0
4417,93,70,0
4418,89,61,1
4419,89,61,0
4420,85,70,0
4421,81,78,0
4422,77,85,0
4423,73,91,0
4424,69,96,0
4425,65,100,0
4426,61,103,0
4427,57,105,0
4428,53,106,0
4429,49,106,0
4430,45,105,0
4431,41,103,0
4432,37,100,0
4433,33,96,0
4434,29,91,0
4435,25,85,0
4436,21,78,0
4437,17,70,0
4438,13,61,0
4439,9,51,0
4440,5,41,0
4441,1,31,1
4442,1,31,0
4443,149,-2,0
4444,145,6,0
4445,141,13,0
4446,137,19,0
4447,133,24,0
4448,129,28,0
4449,125,31,0
4450,121,33,0
4451,117,34,0
4452,113,34,0
4453,109,33,0
4454,105,31,0
4455,101,28,0
4456,97,24,0
4457,93,19,0
4458,89,13,0
4459,85,6,1
4460,85,6,0
4461,81,15,0
4462,77,23,0
4463,73,30,0
4464,69,36,0
4465,65,41,0
4466,61,45,0
4467,57,48,0
4468,53,50,0
4469,49,51,0
4470,45,51,0
4471,41,50,0
4472,37,48,1
4473,37,48,0
4474,33,57,0
4475,29,65,0
4476,25,72,0
4477,21,78,0
4478,17,83,0
4479,13,87,0
4480,9,90,0
4481,5,92,0
4482,1,93,0
4483,141,68,0
4484,137,67,0
4485,133,65,0
4486,129,62,0
4487,125,58,0
4488,121,53,0
4489,117,47,0
4490,113,40,0
4491,109,32,1
4492,109,32,0
4493,105,41,0
4494,101,49,0
4495,97,56,0
4496,93,62,0
4497,89,67,0
4498,85,71,0
4499,81,74,0
4500,77,76,0
4501,73,77,0
4502,69,77,0
4503,65,76,0
4504,61,74,0
4505,57,71,0
4506,53,67,0
4507,49,62,0
4508,45,56,0
4509,41,49,0
4510,37,41,0
4511,33,32,1
4512,33,32,0
4513,29,41,0
4514,25,49,0
4515,21,56,0
4516,17,62,0
4517,13,67,0
4518,9,71,0
4519,5,74,0
4520,1,76,0
4521,149,69,0
4522,145,69,0
4523,141,68,0
4524,137,66,0
4525,133,63,0
4526,129,59,0
4527,125,54,0
4528,121,48,0
4529,117,41,1
4530,117,41,0
4531,113,50,0
4532,109,58,0
4533,105,65,0
4534,101,71,0
4535,97,76,0
4536,93,80,0
4537,89,83,0
4538,85,85,0
4539,81,86,0
4540,77,86,0
4541,73,85,0
4542,69,83,0
4543,65,80,0
4544,61,76,0
4545,57,71,0
4546,53,65,0
4547,49,58,0
4548,45,50,0
4549,41,41,1
4550,41,41,0
4551,37,50,0
4552,33,58,0
4553,29,65,0
4554,25,71,0
4555,21,76,0
4556,17,80,0
4557,13,83,0
4558,9,85,0
4559,5,86,0
4560,1,86,0
4561,141,107,0
4562,137,105,0
4563,133,102,0
4564,129,98,0
4565,125,93,0
4566,121,87,0
4567,117,80,1
4568,117,80,0
4569,113,89,0
4570,109,97,0
4571,105,104,0
4572,101,110,0
4573,97,115,0
4574,93,119,0
4575,89,122,0
4576,85,124,0
4577,81,125,0
4578,77,125,0
4579,73,124,0
4580,69,122,0
4581,65,119,0
4582,61,115,0
4583,57,110,0
4584,53,104,0
4585,49,97,0
4586,45,89,0
4587,41,80,0
4588,37,70,0
4589,33,60,0
4590,29,50,1
4591,29,50,0
4592,25,59,0
4593,21,67,0
4594,17,74,0
4595,13,80,0
4596,9,85,0
4597,5,89,0
4598,1,92,0
4599,149,85,0
4600,145,86,0
4601,141,86,0
4602,137,85,0
4603,133,83,0
4604,129,80,0
4605,125,76,0
4606,121,71,0
4607,117,65,0
4608,113,58,0
4609,109,50,1
4610,109,50,0
4611,105,59,0
4612,101,67,0
4613,97,74,0
4614,93,80,0
4615,89,85,0
4616,85,89,0
4617,81,92,0
4618,77,94,0
4619,73,95,0
4620,69,95,0
4621,65,94,0
4622,61,92,0
4623,57,89,0
4624,53,85,0
4625,49,80,0
4626,45,74,0
4627,41,67,0
4628,37,59,0
4629,33,50,1
4630,33,50,0
4631,29,59,0
4632,25,67,0
4633,21,74,0
4634,17,80,0
4635,13,85,0
4636,9,89,0
4637,5,92,0
4638,1,94,0
4639,141,84,0
4640,137,84,0
4641,133,83,0
4642,129,81,0
4643,125,78,0
4644,121,74,0
4645,117,69,0
4646,113,63,0
4647,109,56,0
4648,105,48,0
4649,101,39,0
4650,97,29,1
4651,97,29,0
4652,93,38,0
4653,89,46,0
4654,85,53,0
4655,81,59,0
4656,77,64,0
4657,73,68,0
4658,69,71,0
4659,65,73,0
4660,61,74,0
4661,57,74,0
4662,53,73,0
4663,49,71,0
4664,45,68,0
4665,41,64,0
4666,37,59,0
4667,33,53,0
4668,29,46,1
4669,29,46,0
4670,25,55,0
4671,21,63,0
4672,17,70,0
4673,13,76,0
4674,9,81,0
4675,5,85,0
4676,1,88,0
4677,149,145,0
4678,145,146,0
4679,141,146,0
4680,137,145,0
4681,133,143,0
4682,129,140,0
4683,125,136,0
4684,121,131,0
4685,117,125,0
4686,113,118,0
4687,109,110,0
4688,105,101,0
4689,101,91,0
4690,97,81,0
4691,93,71,0
4692,89,61,0
4693,85,51,0
4694,81,41,1
4695,81,41,0
4696,77,50,0
4697,73,58,0
4698,69,65,0
4699,65,71,0
4700,61,76,0
4701,57,80,0
4702,53,83,0
4703,49,85,0
4704,45,86,0
4705,41,86,0
4706,37,85,0
4707,33,83,0
4708,29,80,0
4709,25,76,0
4710,21,71,0
4711,17,65,0
4712,13,58,0
4713,9,50,1
4714,9,50,0
4715,5,59,0
4716,1,67,0
4717,141,84,0
4718,137,90,0
4719,133,95,0
4720,129,99,0
4721,125,102,0
4722,121,104,0
4723,117,105,0
4724,113,105,0
4725,109,104,0
4726,105,102,0
4727,101,99,0
4728,97,95,0
4729,93,90,0
4730,89,84,0
4731,85,77,1
4732,85,77,0
4733,81,86,0
4734,77,94,0
4735,73,101,0
4736,69,107,0
4737,65,112,0
4738,61,116,0
4739,57,119,0
4740,53,121,0
4741,49,122,0
4742,45,122,0
4743,41,121,0
4744,37,119,0
4745,33,116,0
4746,29,112,0
4747,25,107,0
4748,21,101,0
4749,17,94,0
4750,13,86,0
4751,9,77,0
4752,5,67,0
4753,1,57,1
4754,1,57,0
4755,149,72,0
4756,145,80,0
4757,141,87,0
4758,137,93,0
4759,133,98,0
4760,129,102,0
4761,125,105,0
4762,121,107,0
4763,117,108,0
4764,113,108,0
4765,109,107,0
4766,105,105,0
4767,101,102,0
4768,97,98,0
4769,93,93,0
4770,89,87,0
4771,85,80,0
4772,81,72,1
4773,81,72,0
4774,77,81,0
4775,73,89,0
4776,69,96,0
4777,65,102,0
4778,61,107,0
4779,57,111,0
4780,53,114,0
4781,49,116,0
4782,45,117,0
4783,41,117,0
4784,37,116,0
4785,33,114,0
4786,29,111,0
4787,25,107,0
4788,21,102,0
4789,17,96,0
4790,13,89,0
4791,9,81,0
4792,5,72,0
4793,1,62,0
4794,141,-3,1
4795,141,-3,0
4796,137,6,0
4797,133,14,0
4798,129,21,0
4799,125,27,0
4800,121,32,0
4801,117,36,0
4802,113,39,0
4803,109,41,0
4804,105,42,0
4805,101,42,0
4806,97,41,0
4807,93,39,0
4808,89,36,1
4809,89,36,0
4810,85,45,0
4811,81,53,0
4812,77,60,0
4813,73,66,0
4814,69,71,0
4815,65,75,0
4816,61,78,0
4817,57,80,0
4818,53,81,0
4819,49,81,0
4820,45,80,0
4821,41,78,0
4822,37,75,0
4823,33,71,0
4824,29,66,1
4825,29,66,0
4826,25,75,0
4827,21,83,0
4828,17,90,0
4829,13,96,0
4830,9,101,0
4831,5,105,0
4832,1,108,0
4833,149,164,0
4834,145,165,0
4835,141,165,0
4836,137,164,0
4837,133,162,0
4838,129,159,0
4839,125,155,0
4840,121,150,0
4841,117,144,0
4842,113,137,0
4843,109,129,0
4844,105,120,0
4845,101,110,0
4846,97,100,1
4847,97,100,0
4848,93,109,0
4849,89,117,0
4850,85,124,0
4851,81,130,0
4852,77,135,0
4853,73,139,0
4854,69,142,0
4855,65,144,0
4856,61,145,0
4857,57,145,0
4858,53,144,0
4859,49,142,0
4860,45,139,0
4861,41,135,0
4862,37,130,0
4863,33,124,0
4864,29,117,0
4865,25,109,0
4866,21,100,0
4867,17,90,0
4868,13,80,0
4869,9,70,0
4870,5,60,1
4871,5,60,0
4872,1,69,0
4873,141,96,0
4874,137,103,0
4875,133,109,0
4876,129,114,0
4877,125,118,0
4878,121,121,0
4879,117,123,0
4880,113,124,0
4881,109,124,0
4882,105,123,0
4883,101,121,0
4884,97,118,0
4885,93,114,0
4886,89,109,0
4887,85,103,0
4888,81,96,0
4889,77,88,0
4890,73,79,0
4891,69,69,0
4892,65,59,0
4893,61,49,1
4894,61,49,0
4895,57,58,0
4896,53,66,0
4897,49,73,0
4898,45,79,0
4899,41,84,0
4900,37,88,0
4901,33,91,0
4902,29,93,0
4903,25,94,0
4904,21,94,0
4905,17,93,0
4906,13,91,0
4907,9,88,0
4908,5,84,0
4909,1,79,0
4910,149,46,0
4911,145,39,0
4912,141,31,1
4913,141,31,0
4914,137,40,0
4915,133,48,0
4916,129,55,0
4917,125,61,0
4918,121,66,0
4919,117,70,0
4920,113,73,0
4921,109,75,0
4922,105,76,0
4923,101,76,0
4924,97,75,0
4925,93,73,0
4926,89,70,0
4927,85,66,0
4928,81,61,0
4929,77,55,0
4930,73,48,0
4931,69,40,0
4932,65,31,0
4933,61,21,1
4934,61,21,0
4935,57,30,0
4936,53,38,0
4937,49,45,0
4938,45,51,0
4939,41,56,0
4940,37,60,0
4941,33,63,0
4942,29,65,0
4943,25,66,0
4944,21,66,0
4945,17,65,0
4946,13,63,0
4947,9,60,0
4948,5,56,0
4949,1,51,1
4950,1,51,0
4951,141,46,0
4952,137,54,0
4953,133,61,0
4954,129,67,0
4955,125,72,0
4956,121,76,0
4957,117,79,0
4958,113,81,0
4959,109,82,0
4960,105,82,0
